"NDB_No","Seq","Amount","Msre_Desc","Gm_Wgt","Num_Data_pts","Std_Dev"
"07040","2","1.0","slice","38.0","",""
"07041","1","1.0","slice (2-1/2"" dia x 1/4"" thick)","18.0","",""
"07041","2","1.0","oz","28.35","",""
"07043","1","1.0","slice oval","9.3","24","1.316"
"07043","2","1.0","slice rectangle","13.8","12","1.843"
"07045","1","1.0","oz","28.35","",""
"07045","2","1.0","slice (4-1/4"" x 4-1/4"" x 1/16"")","21.0","",""
"07046","1","1.0","slice","28.0","1",""
"07046","2","1.0","slice NFS","28.0","1",""
"07046","3","1.0","cup wafer slices or shaved","81.0","1",""
"07046","4","1.0","cubic inch","14.0","1",""
"07046","5","2.0","oz","57.0","1",""
"07050","1","1.0","oz","28.35","",""
"07050","2","1.0","slice (15 per 8 oz package)","15.0","",""
"07051","1","1.0","slice (1 oz) (4"" x 4"" x 3/32"" thick)","28.0","",""
"07051","2","2.0","slices","57.0","",""
"07052","1","2.0","slices","57.0","",""
"07052","2","1.0","package (8 oz)","227.0","",""
"07053","1","1.0","tbsp","13.0","",""
"07053","2","1.0","oz","28.35","",""
"07054","1","1.0","tbsp","13.0","",""
"07054","2","1.0","oz","28.35","",""
"07055","1","1.0","tbsp","13.0","",""
"07055","2","1.0","oz","28.35","",""
"07056","1","3.52","slices","100.0","1",""
"07057","1","3.0","oz","85.0","",""
"07057","2","1.0","piece","2.0","689","0.249"
"07057","3","1.0","oz","28.0","",""
"07058","1","1.0","slice","38.0","6","0.0"
"07058","2","2.0","slices","57.0","",""
"07059","1","3.0","oz","85.0","",""
"07059","2","1.0","sausage (10"" long x 1-1/4"" dia)","227.0","",""
"07060","1","1.0","slice (1 oz) (4"" x 4"" x 3/32"" thick)","28.0","",""
"07060","2","2.0","slices","57.0","",""
"07061","1","1.0","oz","28.35","",""
"07061","2","1.0","slice (4-1/4"" x 4-1/4"" x 1/16"")","21.0","",""
"07062","1","1.0","slice (1 oz) (4"" x 4"" x 3/32"" thick)","28.0","",""
"07062","2","2.0","slices","57.0","",""
"07063","1","1.0","link","25.0","90",""
"07064","1","1.0","patty","27.0","90",""
"07064","2","1.0","link","23.0","240",""
"07064","3","1.0","serving","48.0","",""
"07065","1","1.0","link (raw dimensions: 4"" long x 7/8"" dia), cooked","13.0","",""
"07065","2","1.0","patty, cooked (raw dimensions: 3-7/8"" dia x 1/4"" thick)","27.0","",""
"07066","1","1.0","cup","128.0","",""
"07067","1","1.0","tbsp","13.0","",""
"07067","2","1.0","oz","28.35","",""
"07068","1","1.0","slice","26.0","2",""
"07068","2","1.0","oz","28.35","1",""
"07069","1","1.0","slice round","12.3","40","12.725"
"07070","1","1.0","serving","28.0","1",""
"07071","1","1.0","package (4 oz)","113.0","",""
"07071","2","1.0","slice (3-1/8"" dia x 1/16"" thick)","10.0","",""
"07072","1","1.0","slice","9.8","54","6.874"
"07072","2","1.0","oz","28.0","1",""
"07072","3","3.0","slices 1 serving","27.0","1",""
"07073","1","1.0","tbsp","15.0","",""
"07073","2","1.0","oz","28.35","",""
"07074","1","1.0","link (4"" long x 1-1/8"" dia)","68.0","",""
"07074","2","1.0","link, little (2"" long x 3/4"" dia)","16.0","",""
"07075","1","3.0","oz","85.0","1",""
"07077","1","1.0","link (4"" long x 1-1/8"" dia)","68.0","",""
"07077","2","1.0","link,  little (2"" long x 3/4"" dia)","16.0","",""
"07078","1","2.0","oz 1 serving","56.0","4","0.0"
"07081","1","1.0","slice","16.0","38","8.397"
"07083","1","1.0","sausage (7/8"" dia x 2"" long)","16.0","",""
"07083","2","7.0","sausages (drained contents from can, net wt 4 oz)","113.0","",""
"07088","1","1.0","slice (4"" dia x 1/8"" thick)","23.0","",""
"07088","2","1.0","oz","28.35","",""
"07089","1","1.0","link","87.0","21",""
"07090","1","1.0","slice (4"" dia x 1/8"" thick)","23.0","",""
"07090","2","1.0","oz","28.35","",""
"07091","1","1.0","slice (4"" dia x 1/8"" thick)","23.0","",""
"07091","2","1.0","oz","28.35","",""
"07201","1","1.0","serving (1 slice)","28.0","",""
"07207","1","3.0","oz","85.0","",""
"07207","2","1.0","serving (1 slice)","28.0","",""
"07209","1","1.0","serving (4 slices)","52.0","",""
"07212","1","1.0","serving (1 slice)","28.0","",""
"07230","1","1.0","serving 3 slices","27.0","",""
"07230","2","1.0","slice","9.0","",""
"07236","1","1.0","link","9.0","",""
"07236","2","1.0","serving","57.0","",""
"07241","1","1.0","serving","45.0","",""
"07254","1","1.0","serving","14.0","",""
"07254","2","1.0","slice 12 oz pkg","16.0","1329",""
"07254","3","1.0","slice 6 oz pkg","9.8","160",""
"07278","1","1.0","serving","30.0","",""
"07900","1","3.0","oz","85.0","",""
"07900","2","1.0","lb 16 oz","453.6","",""
"07905","1","1.0","frank 1 NLEA serving","57.0","1",""
"07906","1","2.0","oz 1 NLEA serving","56.0","1",""
"07908","1","2.0","oz 1 NLEA serving","56.0","1",""
"07909","1","2.0","oz (1 serving)","56.0","",""
"07910","1","1.0","serving 2.96 oz","84.0","",""
"07911","1","0.25","cup","55.0","1",""
"07912","1","1.0","serving .25 cup","57.0","",""
"07913","1","3.527","oz","100.0","",""
"07914","1","1.0","link 3 oz","84.0","",""
"07915","1","1.0","serving 5 pieces","55.0","",""
"07915","2","5.0","pieces","55.0","",""
"07916","1","1.0","serving 2.67 oz","76.0","",""
"07917","1","12.0","oz serving 2.7 oz","77.0","",""
"07918","1","1.0","oz","28.35","",""
"07919","1","1.0","link","28.0","3",""
"07919","2","1.0","package","450.0","9",""
"07920","1","1.0","serving 2.7 oz","77.0","",""
"07921","1","1.0","oz","28.0","",""
"07922","1","1.0","serving 2.33 oz","66.0","",""
"07923","1","1.0","serving 2.96 oz","84.0","",""
"07924","1","1.0","serving 2.33 oz","66.0","",""
"07925","1","1.0","serving 6 slices","57.0","",""
"07926","1","1.0","oz","28.0","",""
"07927","1","1.0","serving 2 oz","56.0","",""
"07928","1","1.0","link","84.0","",""
"07929","1","2.0","oz","56.0","",""
"07930","1","1.0","serving 2 oz","56.0","",""
"07931","1","1.0","serving 2 oz","56.0","",""
"07932","1","1.0","serving 2 slices","42.0","",""
"07933","1","1.0","serving 2 slices","42.0","",""
"07934","1","1.0","serving 2 oz","56.0","",""
"07935","1","1.0","serving 2 oz","56.0","",""
"07936","1","1.0","serving 2 oz","56.0","",""
"07937","1","1.0","oz","28.35","1",""
"07938","1","1.94","oz (1 serving)","55.0","",""
"07939","1","1.0","link","76.0","",""
"07940","1","1.0","slice","38.0","",""
"07941","1","1.0","serving 5 slices","28.0","",""
"07942","1","1.0","serving 2 oz","56.0","",""
"07943","1","1.0","slice","28.0","",""
"07944","1","1.69","oz (1 serving)","48.0","1",""
"07945","1","1.0","frankfurter","48.0","23","4.516"
"07945","2","1.0","package","451.0","23","1.532"
"07949","1","1.0","serving (1 hot dog)","52.0","",""
"07950","1","1.0","serving (1 hot dog)","52.0","",""
"07951","1","1.0","cubic inch","17.0","1",""
"07951","2","1.0","oz cooked","25.0","1",""
"07951","3","2.0","oz","56.0","3","0.0"
"07952","1","1.0","serving","28.0","2",""
"07952","2","1.0","slice","28.0","2",""
"07953","1","1.0","patty","30.0","95",""
"07953","2","1.0","link","21.0","360",""
"07953","3","1.0","serving","48.0","",""
"07954","1","1.0","link","19.0","8",""
"07955","1","1.0","serving","57.0","",""
"07956","1","1.0","serving","43.0","",""
"07957","1","1.0","serving","57.0","",""
"07958","1","1.0","serving","57.0","",""
"07959","1","1.0","serving","28.0","3","0.0"
"07959","2","1.0","slice","28.0","3","0.0"
"07960","1","1.0","serving","28.0","1",""
"07960","2","1.0","slice","28.0","1",""
"07961","1","1.0","slice","12.0","60","3.149"
"07962","1","1.0","frankfurter","51.0","180",""
"07963","1","1.0","frankfurter","50.0","300",""
"07964","1","1.0","frankfurter","48.0","300",""
"07965","1","3.0","oz","85.0","",""
"07965","2","1.0","package","343.0","21",""
"07966","1","3.0","oz","85.0","",""
"07966","2","1.0","package","343.0","",""
"07967","1","1.0","link","23.0","110",""
"07967","2","1.0","patty","37.0","35",""
"07968","1","3.0","oz","85.0","",""
"07968","2","1.0","link","367.0","100",""
"07969","1","1.0","link","370.0","96",""
"07970","1","3.0","oz","85.0","",""
"07970","2","1.0","link","396.0","57",""
"07971","1","1.0","slice","33.0","19","6.646"
"07972","1","3.0","oz","85.0","",""
"07972","2","3.0","pieces","56.0","23","19.305"
"07973","1","1.0","slice","8.1","1587",""
"07974","1","1.0","serving","15.0","1",""
"07978","1","3.0","oz","85.0","",""
"07979","1","3.0","oz","85.0","",""
"07979","2","1.0","serving","56.0","1",""
"08002","1","1.0","cup (1 NLEA serving for adults)","30.0","1",""
"08002","2","0.67","cup (1 serving for children under 4 years)","20.0","",""
"08010","1","0.75","cup (1 NLEA serving)","27.0","1",""
"08011","1","0.75","cup (1 NLEA serving)","26.0","1",""
"08012","1","0.75","cup (1 NLEA serving)","27.0","",""
"08013","1","1.0","cup (1 NLEA serving)","28.0","1",""
"08015","1","0.75","cup (1 NLEA serving)","29.0","1",""
"08018","1","0.75","cup (1 NLEA serving)","27.0","",""
"08025","1","1.25","cup (1 NLEA serving)","33.0","",""
"08025","2","1.0","cup","28.0","3","2.722"
"08029","1","0.75","cup (1 NLEA serving)","30.0","",""
"08034","1","0.75","cup (1 NLEA serving)","27.0","1",""
"08037","1","1.0","cup","122.0","",""
"08037","2","1.0","oz","28.35","",""
"08038","1","0.5","cup (1 NLEA serving)","58.0","1",""
"08039","1","0.75","cup (1 NLEA serving)","29.0","1",""
"08046","1","1.5","cup (1 NLEA serving)","32.0","",""
"08047","1","1.5","cup (1 NLEA serving)","31.0","",""
"08049","1","0.75","cup (1 NLEA serving)","32.0","",""
"08049","2","0.5","cup","21.0","",""
"08054","1","0.5","cup (1 NLEA serving)","48.0","1",""
"08059","1","1.0","cup (1 NLEA serving)","27.0","",""
"08061","1","1.0","cup (1 NLEA serving)","59.0","",""
"08066","1","0.75","cup (1 NLEA serving)","14.0","1",""
"08073","1","0.75","cup (1 NLEA serving)","27.0","",""
"08074","1","1.0","cup (1 NLEA serving)","28.0","3","0.929"
"08081","1","1.0","cup (1 NLEA serving)","59.0","1",""
"08083","1","1.0","cup (1 NLEA serving)","31.0","",""
"08084","1","1.0","oz","28.35","",""
"08084","2","1.0","cup","113.0","",""
"08085","1","2.0","tbsp (1 NLEA serving)","14.0","1",""
"08090","1","1.0","tbsp","9.7","",""
"08090","2","1.0","cup","156.0","",""
"08091","1","1.0","cup","257.0","12","13.413"
"08091","2","1.0","tbsp","16.0","",""
"08092","1","1.0","packet","29.0","4","0.252"
"08092","2","1.0","tbsp","7.0","4","0.1"
"08093","1","1.0","cup","219.0","8","43.148"
"08094","1","1.0","packet (1 NLEA serving)","28.0","1",""
"08096","1","1.0","packet (1 NLEA serving)","28.0","",""
"08100","1","0.25","cup (1 NLEA serving)","45.0","",""
"08102","1","1.0","tbsp","10.6","",""
"08102","2","3.0","tbsp (1 NLEA serving)","33.0","1",""
"08102","3","1.0","cup","173.0","",""
"08103","1","1.0","cup (1 serving)","251.0","",""
"08103","2","1.0","tbsp","16.0","",""
"08104","1","1.0","tbsp","11.0","",""
"08104","2","1.0","cup","176.0","",""
"08105","1","1.0","cup","240.0","26","9.402"
"08105","2","1.0","tbsp","14.9","",""
"08105","3","0.75","cup","179.0","",""
"08106","1","1.0","tbsp","11.5","",""
"08106","2","1.0","cup","178.0","",""
"08107","1","1.0","cup","241.0","",""
"08107","2","1.0","tbsp","15.0","",""
"08107","3","0.75","cup","181.0","",""
"08116","1","3.0","tbsp (1 NLEA serving)","35.0","1",""
"08120","1","1.0","cup","81.0","",""
"08120","2","0.333","cup","27.0","",""
"08121","1","1.0","cup","234.0","",""
"08121","2","1.0","tbsp","14.6","",""
"08121","3","0.75","cup","175.0","",""
"08122","1","1.0","packet","28.0","",""
"08123","1","1.0","cup, cooked","234.0","",""
"08123","2","1.0","cup, dry, yields","501.0","",""
"08123","3","1.0","oz, dry, yields","177.0","",""
"08123","4","1.0","packet, dry, yields","177.0","",""
"08124","1","1.0","packet (1 NLEA serving)","43.0","",""
"08128","1","1.0","packet","45.0","14","1.743"
"08129","1","1.0","cup","240.0","",""
"08129","2","1.0","tbsp","15.0","",""
"08129","3","1.0","packet, prepared","161.0","",""
"08130","1","1.0","packet","43.0","",""
"08133","1","1.0","cup","240.0","",""
"08133","2","1.0","tbsp","15.0","",""
"08133","3","1.0","packet, prepared","158.0","",""
"08138","1","1.0","cup","30.0","",""
"08142","1","0.33","cup (1 NLEA serving)","40.0","",""
"08142","2","1.0","cup","141.0","",""
"08142","3","0.25","cup","35.0","",""
"08143","1","1.0","cup","243.0","",""
"08143","2","0.75","cup","182.0","",""
"08144","1","1.0","cup","94.0","",""
"08144","2","0.333","cup","31.0","",""
"08145","1","1.0","cup","242.0","",""
"08145","2","0.75","cup","182.0","",""
"08146","1","1.0","cup (1 NLEA serving)","15.0","1",""
"08147","1","2.0","biscuits (1 NLEA serving)","47.0","1",""
"08148","1","1.0","cup (1 NLEA serving)","49.0","",""
"08156","1","1.0","cup","14.0","",""
"08156","2","0.5","oz","14.2","",""
"08157","1","1.0","cup","12.0","",""
"08157","2","0.5","oz","14.2","",""
"08160","1","1.0","tbsp","9.7","",""
"08160","2","1.0","cup","156.0","",""
"08161","1","1.0","cup","257.0","",""
"08161","2","1.0","tablespoon","16.0","",""
"08164","1","1.0","cup","233.0","4","2.336"
"08165","1","1.0","cup","233.0","",""
"08168","1","1.0","cup","244.0","",""
"08168","2","0.75","cup","183.0","",""
"08169","1","1.0","cup (1 serving)","251.0","",""
"08172","1","1.0","tbsp","10.9","",""
"08172","2","1.0","cup","176.0","",""
"08173","1","1.0","cup","233.0","",""
"08177","1","3.0","tbsp (1 NLEA serving)","35.0","1",""
"08180","1","1.0","cup","234.0","",""
"08180","2","0.75","cup","175.0","",""
"08182","1","1.0","cup","243.0","",""
"08182","2","0.75","cup","182.0","",""
"08183","1","1.0","cup","242.0","",""
"08183","2","0.75","cup","182.0","",""
"08191","1","1.0","cup (1 NLEA serving)","52.0","",""
"08192","1","1.25","cup (1 NLEA serving)","55.0","",""
"08200","1","0.5","cup (1 NLEA serving)","40.0","",""
"08204","1","1.0","cup","30.0","",""
"08206","1","0.75","cup (1 NLEA serving)","30.0","",""
"08210","1","0.75","cup (1 NLEA serving)","32.0","",""
"08211","1","0.75","cup (1 NLEA serving)","27.0","",""
"08214","1","1.0","cup (1 NLEA serving)","56.0","",""
"08215","1","1.0","cup (1 NLEA serving)","56.0","1",""
"08216","1","1.25","cup (1 NLEA serving)","57.0","",""
"08218","1","0.5","cup (1 NLEA serving)","51.0","",""
"08220","1","0.666","cup (1 NLEA serving)","55.0","1",""
"08221","1","1.0","packet (1 NLEA serving)","28.0","",""
"08225","1","1.0","packet","35.0","",""
"08228","1","1.0","packet","37.0","",""
"08231","1","0.5","cup (1 NLEA serving)","40.0","",""
"08290","1","0.75","cup (1 NLEA serving)","31.0","",""
"08305","1","1.0","cup (1 NLEA serving)","30.0","",""
"08314","1","0.25","cup","37.0","",""
"08316","1","0.25","cup (1 NLEA serving)","41.0","",""
"08346","1","0.75","cup (1 NLEA serving)","30.0","",""
"08347","1","0.75","cup (1 NLEA serving)","30.0","",""
"08348","1","1.25","cup (1 NLEA serving)","33.0","1",""
"08349","1","1.0","cup (1 NLEA serving)","32.0","",""
"08351","1","1.0","cup (1 NLEA serving)","33.0","",""
"08352","1","0.75","cup (1 NLEA serving)","32.0","",""
"08353","1","1.0","cup (1 NLEA serving)","60.0","",""
"08354","1","0.75","cup (1 NLEA serving)","28.0","",""
"08355","1","1.0","cup (1 NLEA serving)","33.0","",""
"08363","1","0.25","cup (1 NLEA serving)","16.0","",""
"08365","1","3.0","biscuits (1 NLEA serving)","63.0","1",""
"08366","1","2.0","tbsp (1 NLEA serving)","14.0","1",""
"08402","1","0.5","cup","40.0","",""
"08409","1","0.75","cup (1 NLEA serving)","31.0","1",""
"08410","1","1.0","packet (1 NLEA serving)","43.0","1",""
"08411","1","1.0","packet (1 NLEA serving)","50.0","",""
"08417","1","1.0","packet (1 NLEA serving)","41.0","",""
"08435","1","0.75","cup (1 NLEA serving)","55.0","",""
"08436","1","1.0","packet (1 NLEA serving)","43.0","1",""
"08444","1","1.0","packet (1 NLEA serving)","28.0","",""
"08449","1","1.0","packet (1 NLEA serving)","28.0","",""
"08450","1","1.0","packet (1 NLEA serving)","28.0","",""
"08451","1","0.5","cup","40.0","1",""
"08452","1","0.5","cup","40.0","1",""
"08476","1","1.333","cup","29.0","1",""
"08478","1","0.75","cup (1 NLEA serving)","27.0","",""
"08478","2","1.0","cup","37.0","3","3.724"
"08481","1","0.75","cup (1 NLEA serving)","30.0","1",""
"08484","1","1.0","cup (1 NLEA serving)","59.0","1",""
"08487","1","0.75","cup (1 NLEA serving)","30.0","1",""
"08488","1","3.0","tbsp (1 NLEA serving)","35.0","1",""
"08489","1","0.25","cup (1 NLEA serving)","45.0","1",""
"08491","1","1.0","cup (1 NLEA serving)","30.0","1",""
"08493","1","1.0","cup (1 NLEA serving)","33.0","1",""
"08494","1","0.75","cup (1 NLEA serving)","30.0","1",""
"08495","1","0.75","cup (1 NLEA serving)","29.0","1",""
"08500","1","1.0","cup (1 NLEA serving)","55.0","1",""
"08501","1","0.75","cup","27.0","1",""
"08504","1","1.0","serving (NLEA serving size = 0.75 cup)","29.0","",""
"08504","2","1.0","cup","42.0","3","1.097"
"08505","1","1.0","cup (NLEA serving)","30.0","1",""
"08506","1","1.0","cup (1 NLEA serving)","28.0","1",""
"08507","1","1.0","cup (1 NLEA serving)","29.0","",""
"08510","1","1.0","bar","25.0","2",""
"08511","1","1.0","serving (3 T dry cereal plus 1 cup water)","268.0","",""
"08512","1","1.0","serving (3 T dry cereal plus 1 cup water)","268.0","",""
"08544","1","0.75","cup (1 NLEA serving)","48.0","1",""
"08546","1","1.0","bar","22.0","1",""
"08549","1","0.75","cup (1 NLEA serving)","32.0","1",""
"08550","1","0.75","cup (1 NLEA serving)","26.0","",""
"08554","1","0.75","cup (1 NLEA serving)","52.0","1",""
"08571","1","0.75","cup (1 NLEA serving)","55.0","1",""
"08573","1","3.0","tablespoon (1 NLEA serving)","33.0","",""
"08573","2","1.0","tbsp","13.8","4","2.123"
"08573","3","1.0","cup","174.0","4","5.429"
"08574","1","1.0","cup","244.0","3","10.9"
"08575","1","1.0","cup","231.0","4","5.182"
"08576","1","3.0","tablespoon (1 serving)","33.0","",""
"08576","2","1.0","tbsp","13.7","4","0.37"
"08576","3","1.0","cup","194.0","4","10.069"
"08577","1","1.0","cup","245.0","6","15.074"
"08578","1","1.0","cup","237.0","6","1.129"
"08580","1","1.0","tbsp","8.9","8","0.089"
"08580","2","1.0","cup","128.0","2",""
"08625","1","0.75","cup (1 NLEA serving)","26.0","1",""
"08627","1","0.5","cup (1 NLEA serving)","49.0","1",""
"08628","1","0.75","cup (1 NLEA serving)","32.0","1",""
"08629","1","1.0","cup (1 NLEA serving)","32.0","1",""
"08632","1","1.0","cup (1 NLEA serving)","56.0","1",""
"08633","1","1.0","cup (1 NLEA serving)","56.0","1",""
"08639","1","1.0","packet (1 NLEA serving)","34.0","1",""
"08640","1","1.0","packet","41.0","1",""
"08641","1","1.0","packet","33.0","2",""
"08642","1","1.0","packet (1 NLEA serving)","31.0","1",""
"08655","1","0.75","cup (1 NLEA serving)","29.0","1",""
"08656","1","0.75","cup (1 NLEA serving)","30.0","1",""
"08657","1","0.75","cup (1 NLEA serving)","27.0","1",""
"08662","1","0.75","cup (1 NLEA serving)","31.0","1",""
"08665","1","0.75","cup (1 NLEA serving)","30.0","1",""
"08672","1","0.75","cup (1 NLEA serving)","30.0","1",""
"08673","1","1.0","cup (1 NLEA serving)","55.0","1",""
"08674","1","0.75","cup (1 NLEA serving)","30.0","1",""
"08675","1","0.75","cup (1 NLEA serving)","30.0","1",""
"08676","1","1.0","cup (1 NLEA serving)","30.0","1",""
"08680","1","1.0","packet","43.0","23","0.981"
"08685","1","0.75","cup (1 NLEA serving)","28.0","1",""
"08686","1","1.0","packet (1 NLEA serving)","45.0","1",""
"08687","1","1.0","packet (1 NLEA serving)","45.0","1",""
"08688","1","1.0","packet (1 NLEA serving)","45.0","1",""
"08689","1","1.0","package (1 NLEA serving)","70.0","1",""
"08690","1","1.0","package (1 NLEA serving)","75.0","1",""
"08691","1","1.0","package (1 NLEA serving)","70.0","1",""
"08692","1","1.0","package (1 NLEA serving)","75.0","1",""
"08693","1","1.0","package (1 NLEA serving)","73.0","1",""
