"NDB_No","Seq","Amount","Msre_Desc","Gm_Wgt","Num_Data_pts","Std_Dev"
"19232","1","0.0","cup","141.0","",""
"19233","1","1.0","serving 3.5 oz shelf stable","99.0","1",""
"19234","1","1.0","container refrigerated 4 oz","112.0","2",""
"19235","1","1.0","serving 4 oz","113.0","1",""
"19236","1","17.0","pieces","39.0","1",""
"19238","1","16.0","pieces","39.0","1",""
"19239","1","1.0","bar 1.92 oz","54.0","1",""
"19239","2","2.0","bars","34.0","1",""
"19240","1","1.0","package","388.0","",""
"19241","1","2.0","tablespoon","33.0","",""
"19243","1","15.0","pieces","39.0","1",""
"19244","1","1.0","package","411.0","",""
"19244","2","0.083","package","34.0","",""
"19246","1","1.0","package","207.0","",""
"19246","2","0.083","package","17.0","",""
"19247","1","1.0","package yields","315.0","",""
"19247","2","0.083","package","26.0","",""
"19248","1","18.0","pieces","40.0","1",""
"19249","1","1.0","serving 1.5 oz","42.0","1",""
"19250","1","1.0","bar 1.94 oz","55.0","",""
"19250","2","1.0","bar king size 2.8 oz","79.0","",""
"19252","1","2.0","oz bar","56.0","1",""
"19254","1","1.0","serving 1.30 oz bar","37.0","1",""
"19254","2","1.0","serving 5 pieces","40.0","1",""
"19255","1","1.0","serving 1.3 oz bar","37.0","1",""
"19255","2","1.0","serving 7 pieces","42.0","1",""
"19256","1","1.0","serving 5 pieces","44.0","1",""
"19258","1","1.0","serving 5 pieces","44.0","1",""
"19260","1","1.0","serving 1/2 cup","68.0","4","0.5"
"19263","1","1.0","bar (2.5 fl oz)","77.0","",""
"19263","2","1.0","bar (3 fl oz)","92.0","",""
"19265","1","1.0","serving 1/2 cup","72.0","2",""
"19268","1","1.0","serving 28 pieces","40.0","1",""
"19269","1","2.0","rolls","28.0","",""
"19270","1","1.0","individual (3.5 fl oz)","58.0","",""
"19270","2","0.5","cup (4 fl oz)","66.0","",""
"19271","1","1.0","individual (3.5 fl oz)","58.0","",""
"19271","2","0.5","cup (4 fl oz)","66.0","",""
"19272","1","1.0","pouch","26.0","",""
"19273","1","1.0","roll","21.0","",""
"19274","1","1.0","serving","21.0","",""
"19274","2","1.0","packet","14.2","",""
"19279","1","1.0","oz","28.35","",""
"19280","1","0.5","cup (4 fl oz)","99.0","",""
"19281","1","1.0","fl oz","29.0","",""
"19281","2","0.5","cup","116.0","",""
"19283","1","1.0","serving 1.75 fl oz pop","52.0","12",""
"19292","1","1.0","serving 1.6 oz bag","47.0","1",""
"19293","1","0.5","cup","72.0","",""
"19294","1","1.0","tbsp","17.0","",""
"19294","2","1.0","serving","17.0","1",""
"19294","3","1.0","cup","282.0","",""
"19295","1","1.0","serving 1.42 oz bar","40.0","1",""
"19296","1","1.0","cup","339.0","",""
"19296","2","1.0","tbsp","21.0","",""
"19296","3","1.0","packet (0.5 oz)","14.0","",""
"19297","1","1.0","tbsp","20.0","",""
"19297","2","1.0","packet (0.5 oz)","14.0","",""
"19300","1","1.0","serving 1 tbsp","21.0","3","0.901"
"19300","2","1.0","packet (0.5 oz)","14.0","1",""
"19301","1","1.0","oz","28.35","",""
"19302","1","1.0","serving 1.76 oz bar","50.0","1",""
"19303","1","1.0","tbsp","20.0","",""
"19303","2","1.0","package (0.5 oz)","14.0","",""
"19303","3","1.0","serving","20.0","1",""
"19303","4","1.0","cup","320.0","",""
"19304","1","1.0","cup","337.0","1",""
"19304","2","1.0","serving 1 tbsp","20.0","2",""
"19306","1","1.0","serving 13 pieces","39.0","1",""
"19307","1","1.0","serving 13 pieces","39.0","1",""
"19308","1","1.0","serving 15 pieces","41.0","1",""
"19309","1","1.0","serving fun size (8 chews)","40.0","1",""
"19310","1","1.0","package (1.75 oz)","50.0","",""
"19312","1","0.125","can","74.0","",""
"19312","2","1.0","serving","85.0","1",""
"19312","3","1.0","can (21 oz)","595.0","",""
"19313","1","1.0","serving fun size (8 chews)","40.0","1",""
"19313","2","1.0","serving 2.07 oz pack","59.0","1",""
"19313","3","1.0","piece","5.0","",""
"19314","1","0.125","can","74.0","",""
"19314","2","1.0","can (21 oz)","595.0","",""
"19315","1","1.0","serving 2.07 oz pack","59.0","1",""
"19318","1","1.0","package (3.5 oz)","99.0","",""
"19318","2","1.0","portion, amount to make 1/2 cup","25.0","",""
"19319","1","0.5","cup","127.0","",""
"19320","1","1.0","package (3.12 oz)","88.0","",""
"19320","2","1.0","portion, amount to make 1/2 cup","22.0","",""
"19321","1","0.5","cup","127.0","",""
"19322","1","1.0","package (3.5 oz)","99.0","",""
"19322","2","1.0","portion, amount to make 1/2 cup","25.0","",""
"19323","1","0.5","cup","147.0","",""
"19323","2","1.0","package yield (2 cups)","587.0","",""
"19324","1","1.0","package (3.12 oz)","88.0","",""
"19324","2","1.0","portion, amount to make 1/2 cup","25.0","",""
"19325","1","0.5","cup","140.0","",""
"19325","2","1.0","package yield (2 cups)","559.0","",""
"19326","1","1.0","serving 0.78 oz bar","22.0","1",""
"19327","1","1.0","serving 0.78 oz bar","22.0","1",""
"19328","1","1.0","serving 0.7 oz bar","20.0","1",""
"19330","1","1.0","package (3.5 oz)","99.0","",""
"19330","2","1.0","portion, amount to make 1/2 cup","25.0","",""
"19331","1","0.5","cup","147.0","",""
"19331","2","1.0","package yield (2 cups)","587.0","",""
"19332","1","1.0","package (3 oz)","85.0","",""
"19332","2","1.0","portion, amount to make 1/2 cup","21.0","",""
"19333","1","0.5","cup","127.0","",""
"19334","1","1.0","tsp unpacked","3.0","",""
"19334","2","1.0","cup packed","220.0","",""
"19334","3","1.0","cup unpacked","145.0","",""
"19334","4","1.0","tsp packed","4.6","",""
"19334","5","1.0","tsp brownulated","3.2","",""
"19335","1","1.0","serving packet","2.8","27",""
"19335","2","1.0","tsp","4.2","",""
"19335","3","1.0","cup","200.0","",""
"19335","4","1.0","serving 1 cube","2.3","22",""
"19336","1","1.0","cup unsifted","120.0","",""
"19336","2","1.0","cup sifted","100.0","",""
"19336","3","1.0","tbsp unsifted","8.0","",""
"19336","4","1.0","tsp","2.5","",""
"19337","1","1.0","tsp","3.5","",""
"19337","2","1.0","serving 1 packet","1.0","12","0.058"
"19340","1","1.0","tsp","3.0","",""
"19340","2","1.0","oz","28.35","",""
"19340","3","1.0","piece (1-3/4"" x 1-1/4"" x 1/2"")","28.0","",""
"19345","1","2.0","tbsp","35.0","",""
"19348","1","1.0","cup","304.0","",""
"19348","2","2.0","tbsp","38.0","",""
"19349","1","1.0","cup","328.0","1",""
"19349","2","1.0","tbsp","20.0","1",""
"19350","1","1.0","cup","341.0","4","3.839"
"19350","2","1.0","tbsp","22.0","2",""
"19351","1","1.0","cup","310.0","",""
"19351","2","1.0","tbsp","19.0","",""
"19352","1","1.0","cup","332.0","",""
"19352","2","1.0","tbsp","21.0","",""
"19353","1","1.0","tbsp","20.0","",""
"19353","2","1.0","serving 1/4 cup","83.0","4",""
"19353","3","1.0","cup","315.0","",""
"19355","1","1.0","cup","330.0","",""
"19355","2","1.0","tbsp","21.0","",""
"19359","1","1.0","serving 1.66 oz bar","47.0","1",""
"19359","2","1.0","bar fun size","15.0","1",""
"19359","3","1.0","serving 1.56 oz bar","44.0","1",""
"19360","1","1.0","tbsp","20.0","",""
"19360","2","1.0","serving 1/4 cup","83.0","2",""
"19360","3","1.0","cup","315.0","",""
"19362","1","1.0","cup","316.0","",""
"19362","2","1.0","tbsp","20.0","",""
"19363","1","1.0","serving 2.1 oz bag","62.0","1",""
"19363","2","1.0","serving fun size bag","20.0","1",""
"19364","1","2.0","tbsp","41.0","",""
"19365","1","1.0","oz","28.35","",""
"19365","2","1.0","jar","198.0","",""
"19366","1","1.0","cup","340.0","",""
"19366","2","2.0","tbsp","42.0","",""
"19367","1","1.0","cup","328.0","",""
"19367","2","2.0","tbsp","41.0","",""
"19368","1","1.0","serving 2.1 oz bag","62.0","1",""
"19368","2","1.0","serving fun size bag","20.0","1",""
"19369","1","1.0","serving 1.80 oz bag","51.0","1",""
"19370","1","1.0","serving 2.17 oz pack","62.0","1",""
"19370","2","1.0","cup","205.0","1",""
"19370","3","10.0","pieces","10.7","1",""
"19370","4","1.0","package fun size","20.0","1",""
"19371","1","2.0","tablespoon","33.0","",""
"19372","1","2.0","tablespoon","33.0","",""
"19375","1","1.0","recipe yield","327.0","",""
"19379","1","1.0","piece","20.0","",""
"19379","2","1.0","recipe yield (60 pieces)","1229.0","",""
"19382","1","1.0","piece","15.0","",""
"19383","1","1.0","piece","12.0","",""
"19384","1","1.0","piece","11.0","",""
"19387","1","0.5","cup (4 fl oz)","99.0","",""
"19393","1","0.5","cup (4 fl oz)","72.0","",""
"19400","1","1.0","oz","28.35","",""
"19400","2","3.0","oz","85.0","",""
"19400","3","1.5","oz","42.0","",""
"19401","1","1.0","oz","28.35","",""
"19401","2","2.0","oz","57.0","",""
"19403","1","1.0","bar (1 oz)","28.0","",""
"19404","1","1.0","bar (1.5 oz)","43.0","",""
"19404","2","1.0","bar (1 oz)","28.0","",""
"19405","1","1.0","bar (1 oz)","28.0","",""
"19406","1","1.0","bar (1 oz)","28.0","",""
"19407","1","1.0","oz","28.35","",""
"19407","2","1.0","stick","20.0","",""
"19408","1","1.0","oz","28.35","",""
"19408","2","0.5","oz","14.2","",""
"19409","1","2.0","tablespoon","33.0","",""
"19410","1","1.0","oz","28.0","12","0.0"
"19410","2","16.0","chips","26.0","12","1.444"
"19410","3","1.0","oz","28.35","",""
"19410","4","1.0","can (7 oz)","198.0","",""
"19411","1","1.0","oz","28.0","32","0.0"
"19411","2","22.0","chips","28.0","1",""
"19411","3","1.0","oz","28.35","",""
"19411","4","1.0","bag (8 oz)","227.0","",""
"19412","1","1.0","oz","28.35","",""
"19412","2","1.0","can (6.25 oz)","191.0","",""
"19413","1","1.0","cake","9.0","",""
"19413","2","2.0","cakes","18.0","",""
"19414","1","1.0","cake","9.0","",""
"19414","2","2.0","cakes","18.0","",""
"19415","1","1.0","oz","28.35","",""
"19415","2","0.5","cup","18.0","",""
"19416","1","1.0","cake","9.0","",""
"19416","2","2.0","cakes","18.0","",""
"19418","1","1.0","oz","28.35","",""
"19418","2","2.0","oz","57.0","",""
"19419","1","1.0","cake","9.0","",""
"19419","2","2.0","cakes","18.0","",""
"19420","1","1.0","oz","28.35","",""
"19420","2","1.0","bar","24.0","",""
"19421","1","1.0","oz","28.35","",""
"19421","2","1.0","bag (6 oz)","170.0","",""
"19422","1","1.0","oz","28.35","",""
"19422","2","1.0","bag (6 oz)","170.0","",""
"19423","1","1.0","oz","28.35","",""
"19424","1","1.0","oz","28.35","",""
"19424","2","1.0","bag (6 oz)","170.0","",""
"19433","1","1.0","oz","28.35","",""
"19434","1","1.0","oz","28.35","",""
"19436","1","1.0","oz","28.35","",""
"19437","1","1.0","oz","28.35","",""
"19437","2","1.0","bag (8 oz)","227.0","",""
"19438","1","1.0","serving","22.0","",""
"19439","1","1.0","bar","37.0","",""
"19440","1","1.0","bar","28.0","",""
"19441","1","1.0","bar","37.0","1",""
"19441","2","1.0","bar","37.0","7",""
"19441","3","1.0","bar","38.0","12",""
"19444","1","1.0","oz","28.35","",""
"19445","1","1.0","oz","28.35","",""
"19524","1","1.0","oz","28.35","",""
"19524","2","10.0","chips","23.0","",""
"19701","1","1.0","cup chips (6 oz package)","170.0","",""
"19701","2","1.0","cup large chips","182.0","",""
"19701","3","1.0","cup mini chips","173.0","",""
"19701","4","1.0","oz (approx 60 pcs)","28.35","",""
"19702","1","1.0","package (3 oz)","85.0","",""
"19702","2","1.0","portion, amount to make 1/2 cup","21.0","",""
"19703","1","1.0","tbsp","9.0","",""
"19703","2","1.0","package (0.35 oz)","10.0","",""
"19703","3","1.0","portion, amount to make 1/2 cup","2.5","",""
"19704","1","1.0","tbsp","9.0","",""
"19704","2","1.0","package (0.35 oz)","10.0","",""
"19704","3","1.0","portion, amount to make 1/2 cup","2.5","",""
"19705","1","1.0","package (3.5 oz)","99.0","",""
"19705","2","1.0","portion, amount to make 1/2 cup","25.0","",""
"19706","1","1.0","package (3.12 oz)","88.0","",""
"19706","2","1.0","portion, amount to make 1/2 cup","22.0","",""
"19708","1","1.0","package (3 oz)","85.0","",""
"19708","2","1.0","portion, amount to make 1/2 cup","21.0","",""
"19709","1","1.0","package (3.5 oz)","92.0","",""
"19709","2","1.0","portion, amount to make 1/2 cup","23.0","",""
"19710","1","1.0","package (3.12 oz)","88.0","",""
"19710","2","1.0","portion, amount to make 1/2 cup","22.0","",""
"19719","1","1.0","tbsp","20.0","",""
"19719","2","1.0","packet (0.5 oz)","14.0","",""
"19720","1","1.0","cup","315.0","",""
"19720","2","1.0","tbsp","20.0","",""
"19800","1","1.0","cake","9.0","",""
"19800","2","2.0","cakes","18.0","",""
"19802","1","1.0","oz","28.35","",""
"19802","2","1.0","bag (8 oz)","227.0","",""
"19804","1","1.0","oz","28.35","",""
"19806","1","1.0","cup","8.0","",""
"19806","2","1.0","oz","28.35","",""
"19807","1","1.0","cup","11.0","",""
"19807","2","1.0","oz","28.35","",""
"19809","1","1.0","oz","28.35","",""
"19809","2","1.0","bag (8 oz)","227.0","",""
"19810","1","1.0","oz","28.35","",""
"19810","2","1.0","bag (8 oz)","227.0","",""
"19811","1","1.0","oz","28.35","",""
"19811","2","1.0","bag (8 oz)","227.0","",""
"19812","1","1.0","oz","28.35","",""
"19812","2","10.0","twists","60.0","",""
"19813","1","1.0","oz","28.35","",""
"19813","2","10.0","twists","60.0","",""
"19814","1","1.0","oz","28.35","",""
"19814","2","10.0","twists","60.0","",""
"19816","1","1.0","cake","9.0","",""
"19816","2","2.0","cakes","18.0","",""
"19817","1","1.0","cake","9.0","",""
"19817","2","2.0","cakes","18.0","",""
"19818","1","1.0","cake","9.0","",""
"19818","2","2.0","cakes","18.0","",""
"19819","1","1.0","cake","9.0","",""
"19819","2","2.0","cakes","18.0","",""
"19820","1","1.0","oz","28.35","",""
"19820","2","2.0","oz","57.0","",""
"19821","1","1.0","cup","150.0","",""
"19821","2","1.0","oz","28.35","",""
"19821","3","1.5","oz","42.0","",""
"19822","1","1.0","cup","146.0","",""
"19822","2","1.0","oz","28.35","",""
"19822","3","1.5","oz","42.0","",""
"19823","1","1.0","oz","28.35","",""
"19833","1","1.0","oz","28.35","",""
"19856","1","1.0","serving 1.2 fl oz pop","33.0","8","1.233"
"19857","1","1.0","oz","28.35","",""
"19858","1","1.0","piece","3.5","",""
"19860","1","1.0","tablespoon Ghirardelli label 2011","6.0","",""
"19860","2","1.0","tablespoon Hershey's label 2011","5.0","",""
"19860","3","1.0","container Ghirardelli label 2011","283.0","",""
"19866","1","3.0","pieces","42.0","",""
"19867","1","0.5","cup","67.0","1",""
"19868","1","1.0","serving 1 packet","1.0","25","0.099"
"19871","1","1.0","serving","84.0","1",""
"19873","1","1.0","serving 1.75 fl oz pop","55.0","1",""
"19874","1","1.0","serving 3.5 fl oz bar","74.0","1",""
"19875","1","1.0","serving 1/2 cup","68.0","1",""
"19876","1","1.0","serving 1/2 cup","68.0","1",""
"19877","1","1.0","serving 1/2 cup","68.0","1",""
"19878","1","1.0","serving 1/2 cup","68.0","1",""
"19879","1","1.0","serving 1/2 cup","68.0","1",""
"19880","1","1.0","serving 1/2 cup","68.0","1",""
"19881","1","1.0","serving 1/2 cup","68.0","1",""
"19882","1","1.0","serving 1/2 cup","69.0","1",""
"19883","1","1.0","serving 1/2 cup","72.0","1",""
"19884","1","1.0","serving 1/2 cup","68.0","1",""
"19886","1","1.0","serving 1 cone","79.0","1",""
"19887","1","1.0","serving 1 sandwich","64.0","1",""
"19890","1","1.0","serving 1 bar","78.0","1",""
"19891","1","1.0","serving 1 pop","44.0","1",""
"19892","1","1.0","serving 2 pops","80.0","1",""
"19893","1","1.0","serving 1/2 cup","68.0","1",""
"19894","1","1.0","serving 1/2 cup","68.0","1",""
"19895","1","1.0","serving 1/2 cup","71.0","1",""
"19896","1","1.0","serving 1 bar","56.0","1",""
"19897","1","1.0","serving 1oz pack","28.0","1",""
"19898","1","1.0","individual (3.5 fl oz)","58.0","",""
"19898","2","0.5","cup (4 fl oz)","66.0","",""
"19899","1","1.0","individual (3.5 fl oz)","58.0","",""
"19902","1","1.0","oz","28.35","",""
"19902","2","1.0","bar","162.0","12","53.699"
"19903","1","1.0","oz","28.35","",""
"19903","2","1.0","bar","112.0","18","4.916"
"19904","1","1.0","oz","28.35","",""
"19904","2","1.0","bar","101.0","6","0.789"
"19905","1","1.0","oz","28.35","",""
"19905","2","1.0","bar","127.0","36","39.78"
"19906","1","1.0","tbsp","12.9","9","1.335"
"19906","2","1.0","cup","189.0","6","29.362"
"19907","1","1.0","tbsp","14.5","11","1.919"
"19907","2","1.0","cup","202.0","8","4.284"
"19908","1","1.0","tsp","4.6","11","0.194"
"19908","2","1.0","cup","202.0","9","5.76"
"19909","1","1.0","tsp","0.5","7","0.049"
"19909","2","1.0","cup","23.0","6","0.834"
"19910","1","1.0","serving 1.5 oz","42.0","1",""
"19911","1","60.0","milliliter","80.0","",""
"19912","1","1.0","tsp","6.9","3","0.529"
"19912","2","0.25","cup","55.0","3","5.369"
"19913","1","1.0","piece","60.0","1",""
"19914","1","1.0","serving","31.0","1",""
"19916","1","2.0","tbsp","35.0","1",""
"19917","1","0.25","cup","40.0","1",""
"19918","1","1.0","package","1.0","1",""
"19919","1","1.0","serving","44.0","1",""
"19920","1","1.0","tablespoon","19.0","",""
"19921","1","1.0","serving","14.0","",""
"19922","1","1.0","bar","47.0","",""
"19923","1","1.0","serving","52.0","",""
"19924","1","1.0","tablespoon","20.0","",""
"20001","1","1.0","cup","193.0","6","1.78"
"20002","1","1.0","cup","246.0","6","2.195"
"20003","1","1.0","cup","128.0","",""
"20004","1","1.0","cup","184.0","",""
"20005","1","1.0","cup","200.0","",""
"20006","1","1.0","cup","157.0","",""
"20008","1","1.0","cup","170.0","",""
"20009","1","1.0","cup","164.0","",""
"20010","1","1.0","cup","168.0","",""
"20011","1","1.0","cup","120.0","",""
"20012","1","1.0","cup","140.0","",""
"20013","1","1.0","cup","182.0","",""
"20013","2","1.0","tbsp","8.4","",""
"20014","1","1.0","cup","166.0","",""
"20015","1","1.0","cup","76.0","",""
"20016","1","1.0","cup","117.0","",""
"20017","1","1.0","cup","114.0","",""
"20018","1","1.0","cup","126.0","",""
"20019","1","1.0","cup","114.0","",""
"20020","1","1.0","cup","122.0","",""
"20022","1","1.0","cup","157.0","42","10.206"
"20023","1","1.0","cup","122.0","",""
"20024","1","1.0","cup","170.0","",""
"20025","1","1.0","cup","138.0","",""
"20027","1","1.0","cup","128.0","",""
"20028","1","1.0","cup","173.0","",""
"20029","1","1.0","cup, cooked","157.0","",""
"20029","2","1.0","cup, dry, yields","528.0","",""
"20029","3","1.0","oz, dry, yields","86.0","",""
"20030","1","1.0","cup","165.0","",""
"20031","1","1.0","cup","200.0","",""
"20032","1","1.0","cup","174.0","",""
"20033","1","1.0","cup","94.0","",""
"20034","1","1.0","cup","219.0","",""
"20035","1","1.0","cup","170.0","",""
"20036","1","1.0","cup","185.0","",""
"20037","1","1.0","cup","202.0","11","22.168"
"20038","1","1.0","cup","156.0","",""
"20040","1","1.0","cup","190.0","",""
"20041","1","1.0","cup","195.0","",""
"20042","1","0.25","cup","48.0","",""
"20044","1","1.0","cup","185.0","",""
"20045","1","1.0","cup","158.0","",""
"20046","1","1.0","cup","185.0","6","4.175"
"20047","1","1.0","cup","158.0","4","6.682"
"20048","1","1.0","cup","95.0","",""
"20049","1","1.0","cup","165.0","",""
"20050","1","1.0","cup","195.0","",""
"20051","1","1.0","cup","186.0","",""
"20052","1","1.0","cup","200.0","",""
"20053","1","1.0","cup","186.0","",""
"20054","1","1.0","cup","185.0","",""
"20055","1","1.0","cup","174.0","",""
"20058","1","1.0","cup, loosely packed","132.0","13","2.826"
"20060","1","1.0","cup","118.0","",""
"20061","1","1.0","cup","158.0","",""
"20062","1","1.0","cup","169.0","",""
"20063","1","1.0","cup","128.0","",""
"20064","1","1.0","cup","102.0","",""
"20065","1","1.0","cup","102.0","",""
"20066","1","1.0","cup","167.0","",""
"20067","1","1.0","cup","192.0","",""
"20068","1","1.0","cup","152.0","",""
"20069","1","1.0","cup","192.0","",""
"20070","1","1.0","cup","130.0","",""
"20071","1","1.0","cup","192.0","",""
"20072","1","1.0","cup","192.0","",""
"20073","1","1.0","cup","168.0","",""
"20074","1","1.0","cup","192.0","",""
"20075","1","1.0","cup","168.0","",""
"20076","1","1.0","cup","192.0","",""
"20077","1","1.0","cup","58.0","",""
"20078","1","1.0","cup","115.0","",""
"20080","1","1.0","cup","120.0","",""
"20081","1","1.0","cup","125.0","",""
"20082","1","1.0","cup","125.0","",""
"20083","1","1.0","cup","137.0","",""
"20084","1","1.0","cup unsifted, dipped","137.0","",""
"20086","1","1.0","cup","111.0","",""
"20087","1","1.0","cup","108.0","",""
"20088","1","1.0","cup","160.0","",""
"20089","1","1.0","cup","164.0","",""
"20090","1","1.0","cup","158.0","",""
"20091","1","1.0","cup","105.0","",""
"20091","2","2.0","oz","57.0","",""
"20092","1","1.0","cup","140.0","",""
"20093","1","4.5","oz","128.0","",""
"20094","1","2.0","oz","128.0","",""
"20095","1","4.5","oz","128.0","",""
"20096","1","2.0","oz","57.0","",""
"20097","1","2.0","oz","57.0","",""
"20098","1","2.0","oz","57.0","",""
"20105","1","1.0","cup spiral shaped","84.0","",""
"20105","2","2.0","oz","57.0","",""
"20106","1","1.0","cup spiral shaped","134.0","",""
"20109","1","1.0","cup","38.0","",""
"20109","2","2.0","oz","57.0","",""
"20110","1","1.0","cup","160.0","",""
"20111","1","1.0","cup","38.0","",""
"20111","2","2.0","oz","57.0","",""
"20112","1","1.0","cup","160.0","",""
"20113","1","0.5","cup dry","28.0","1",""
"20113","2","1.5","oz","43.0","",""
"20114","1","2.0","oz","57.0","",""
"20115","1","1.0","cup","114.0","",""
"20116","1","2.0","oz","57.0","",""
"20117","1","1.0","cup","176.0","",""
"20118","1","1.0","cup","45.0","24","6.752"
"20120","1","1.0","cup spaghetti","91.0","12","3.344"
"20120","2","2.0","oz","57.0","",""
"20120","3","1.0","cup elbows","122.0","18","8.754"
"20120","4","1.0","cup penne","95.0","16","11.222"
"20120","5","1.0","cup farfalle","81.0","9","7.18"
"20120","6","1.0","cup rotini","96.0","10","5.172"
"20120","7","1.0","cup shells","64.0","22","36.573"
"20120","8","1.0","cup lasagna","90.0","18","7.123"
"20121","1","1.0","cup spaghetti not packed","124.0","52","10.726"
"20121","2","1.0","cup spaghetti packed","151.0","49","16.343"
"20121","3","1.0","cup elbows not packed","120.0","32","13.379"
"20121","4","1.0","cup elbows packed","132.0","6","11.853"
"20121","5","1.0","cup penne","107.0","36","10.888"
"20121","6","1.0","cup farfalle","107.0","9","15.51"
"20121","7","1.0","cup rotini","107.0","10","7.319"
"20121","8","1.0","cup shells","105.0","22","9.332"
"20121","9","1.0","cup lasagne","116.0","18","15.678"
"20124","1","1.0","cup spaghetti","91.0","12","3.344"
"20124","2","1.0","cup elbows","122.0","18","8.754"
"20124","3","1.0","cup penne","95.0","16","11.222"
"20124","4","1.0","cup farfalle","81.0","9","7.18"
"20124","5","1.0","cup rotini","96.0","10","5.172"
"20124","6","1.0","cup shells","64.0","22","36.573"
"20124","7","1.0","cup lasagne","90.0","18","7.123"
"20125","1","1.0","cup spaghetti not packed","117.0","27","8.883"
"20125","2","1.0","cup spaghetti packed","151.0","49","16.343"
"20125","3","1.0","cup elbows","117.0","12","10.734"
"20125","4","1.0","cup penne","97.0","16","7.335"
"20125","5","1.0","cup shells","105.0","22","9.332"
"20125","6","1.0","cup lasagne","116.0","18","15.678"
"20125","7","1.0","cup rotini","107.0","10","7.319"
"20125","8","1.0","cup farfalle","107.0","9","15.51"
"20126","1","2.0","oz","57.0","",""
"20127","1","1.0","cup","140.0","",""
"20129","1","1.0","cup unsifted, dipped","137.0","",""
"20130","1","1.0","cup","148.0","",""
"20131","1","1.0","cup","162.0","",""
"20132","1","1.0","cup","104.0","",""
"20133","1","2.0","oz","57.0","",""
"20134","1","1.0","cup","176.0","",""
"20135","1","1.0","cup spaghetti","91.0","12","3.344"
"20135","2","1.0","cup elbows","122.0","18","8.754"
"20135","3","1.0","cup penne","95.0","16","11.222"
"20135","4","1.0","cup farfalle","81.0","9","7.18"
"20135","5","1.0","cup rotini","96.0","10","5.172"
"20135","6","1.0","cup shells","64.0","22","36.573"
"20135","7","1.0","cup lasagne","90.0","18","7.123"
"20136","1","1.0","cup spaghetti not packed","116.0","32","8.72"
"20136","2","1.0","cup spaghetti packed","151.0","49","16.343"
"20136","3","1.0","cup elbows not packed","117.0","12","10.734"
"20136","4","1.0","cup farfalle","107.0","9","15.51"
"20136","5","1.0","cup penne","97.0","16","7.335"
"20136","6","1.0","cup shells","105.0","22","9.332"
"20136","7","1.0","cup lasagne","116.0","18","15.678"
"20136","8","1.0","cup rotini","107.0","10","7.319"
"20137","1","1.0","cup","185.0","6","19.309"
"20138","1","1.0","cup","186.0","6","3.966"
"20139","1","1.0","cup","172.0","6","5.004"
"20140","1","1.0","cup","174.0","6","4.205"
"20141","1","1.0","cup","194.0","6","2.68"
"20142","1","1.0","cup","193.0","6","11.076"
"20143","1","1.0","cup","252.0","6","4.295"
"20310","1","1.0","cup","160.0","",""
"20314","1","1.0","cup","166.0","",""
"20315","1","1.0","tbsp","6.9","6","0.138"
"20316","1","1.0","cup","117.0","",""
"20317","1","1.0","cup","114.0","",""
"20320","1","1.0","cup","122.0","",""
"20321","1","1.0","cup spaghetti not packed","124.0","52","10.726"
"20321","2","1.0","cup packed","151.0","49","16.343"
"20321","3","1.0","cup elbows not packed","120.0","32","13.379"
"20321","4","1.0","cup elbows packed","132.0","6","11.853"
"20321","5","1.0","cup penne","107.0","36","10.888"
"20321","6","1.0","cup farfalle","107.0","9","15.51"
"20321","7","1.0","cup rotini","107.0","10","7.319"
"20321","8","1.0","cup shells","105.0","22","9.332"
"20321","9","1.0","cup lasagne","116.0","18","15.678"
"20322","1","1.0","cup","157.0","42","10.206"
"20323","1","1.0","cup","122.0","",""
"20324","1","1.0","cup","170.0","",""
"20325","1","1.0","cup","138.0","",""
"20330","1","1.0","cup","160.0","",""
"20345","1","1.0","cup","158.0","",""
"20381","1","1.0","cup","125.0","",""
"20409","1","1.0","cup","38.0","",""
"20410","1","1.0","cup","160.0","",""
"20420","1","1.0","cup spaghetti","91.0","12","3.344"
"20420","2","2.0","oz","57.0","",""
"20420","3","1.0","cup elbows","122.0","18","8.754"
"20420","4","1.0","cup penne","95.0","16","11.222"
"20420","5","1.0","cup farfalle","81.0","9","7.18"
"20420","6","1.0","cup rotini","96.0","10","5.172"
"20420","7","1.0","cup shells","64.0","22","36.573"
"20420","8","1.0","cup lasagna","90.0","18","7.123"
"20421","1","1.0","cup spaghetti not packed","124.0","52","10.726"
"20421","2","1.0","cup spaghetti packed","151.0","49","16.343"
"20421","3","1.0","cup elbows not packed","120.0","32","13.379"
"20421","4","1.0","cup elbows packed","132.0","6","11.853"
"20421","5","1.0","cup penne","107.0","36","10.888"
"20421","6","1.0","cup rotini","107.0","10","7.319"
"20421","7","1.0","cup farfalle","107.0","9","15.51"
"20421","8","1.0","cup shells","105.0","22","9.332"
"20421","9","1.0","cup lasagne","116.0","18","15.678"
"20422","1","1.0","cup","157.0","42","10.206"
"20444","1","1.0","cup","185.0","",""
"20445","1","1.0","cup","158.0","",""
"20446","1","1.0","cup","185.0","6","4.175"
"20447","1","1.0","cup","158.0","4","6.682"
"20450","1","1.0","cup","195.0","",""
"20451","1","1.0","cup","186.0","",""
"20452","1","1.0","cup","200.0","",""
"20453","1","1.0","cup","205.0","",""
"20466","1","1.0","cup","167.0","",""
"20481","1","1.0","cup","125.0","",""
"20510","1","1.0","cup","160.0","",""
